exp_name,sigma_mean,sigma_variance,uncertainty_mean,uncertainty_variance,dc_distance,dc_correlation,dc_mean_change,bc_distance,bc_correlation,bc_mean_change,cc_distance,cc_correlation,cc_mean_change,ec_distance,ec_correlation,ec_mean_change
ER_100_0.5_1.0,0.8858363270360706,0.011003025506576568,90.52442024194812,25.696484826047755,0.4466666666666667,0.8551575157515752,0.875990491283677,0.0045578231292516995,0.840936093609361,0.9113767518549052,0.2888715170641104,0.8551575157515752,0.4299259709384292,0.004330560052193131,0.8514491449144914,0.0035767261576807458
ER_100_0.6_0.1,1.0725908196028993,0.0029885815604173906,27.617633223688678,7.93723410897364,0.06444444444444446,0.9978877887788778,0.10722689075630262,0.0006575963718820862,0.9868106810681068,0.16151898734177228,0.034952387065518835,0.9978877887788778,0.048824583654107336,0.00032274855120926593,0.9968436843684368,3.863760635376922e-05
ER_100_0.6_0.2,1.0287058538025473,0.0014753513852573527,44.270043656452366,18.9022543309471,0.12363636363636364,0.9981278127812782,0.2057142857142853,0.0012615955473098332,0.9821662166216621,0.30987341772151883,0.07027980663404518,0.9981278127812782,0.09817304585710332,0.00035300669582507166,0.9951035103510351,2.7509847020537565e-05
ER_100_0.6_0.3,1.0197643864346617,0.0008708785138696036,57.78065828852459,30.65666584428535,0.18383838383838386,0.9956675667566757,0.30588235294117594,0.0018759018759018761,0.975961596159616,0.4607594936708861,0.1098545610219743,0.9956675667566757,0.15345456075284464,0.00036137589633682506,0.9924512451245124,1.521178019543708e-05
ER_100_0.6_0.4,1.0097056141875855,0.0007082387202358213,68.90829019523332,40.58188732515025,0.24262626262626263,0.9939633963396339,0.40369747899159614,0.0024757781900639044,0.964956495649565,0.6081012658227848,0.15252244430691014,0.9939633963396339,0.21305683149000393,0.0004444918706454445,0.9920912091209121,0.00022241345981977798
ER_100_0.6_0.5,0.9820749679959584,0.0022836637269123567,77.47325511461916,38.64158315869059,0.29434343434343435,0.9838943894389439,0.48974789915966355,0.0030035044320758605,0.944938493849385,0.7377215189873418,0.19324920643848154,0.9838943894389439,0.26994757262669405,0.0009711149681626821,0.9834263426342634,0.0008794193937258881
ER_100_0.6_0.6,0.9413358906977485,0.007596170327522649,83.82057244854724,27.21765728689401,0.3371717171717172,0.9343774377437744,0.5610084033613439,0.0034405277262420115,0.9135793579357936,0.8450632911392404,0.22902847698509643,0.9343774377437744,0.31992722021446907,0.002515276924206283,0.9375457545754575,0.0019156421971274692
ER_100_0.6_0.7,0.8733062795378796,0.014337742047765532,87.32985367286933,15.83955856093255,0.36323232323232324,0.849060906090609,0.6043697478991591,0.0037064522778808497,0.8294749474947495,0.9103797468354431,0.2515328456938305,0.849060906090609,0.35136331156190115,0.004074268200171947,0.8439603960396039,0.002804179865518007
ER_100_0.6_0.8,0.8020108412960095,0.01906267323766918,89.40926629130963,10.241641292186516,0.3797979797979798,0.6496849684968498,0.6319327731092431,0.0038754895897753043,0.6551935193519351,0.9518987341772152,0.26630799595529697,0.6496849684968498,0.3720025474055279,0.005254214354838442,0.6653945394539453,0.003387033647450851
ER_100_0.6_0.9,0.7344686651041653,0.021826954440207075,90.62065210167528,8.116207326931281,0.39010101010101006,0.48867686768676866,0.6490756302521004,0.003980622552051125,0.48514851485148514,0.9777215189873417,0.2757071994583331,0.48867686768676866,0.3851321856432748,0.006141605153690345,0.47279927992799275,0.0037385105141539135
ER_100_0.6_1.0,0.6700697036326673,0.02158733546800465,91.1287886583834,8.35972710800143,0.39474747474747474,0.3035343534353435,0.6568067226890748,0.004028035456606886,0.2933213321332133,0.989367088607595,0.2800506929454249,0.3035343534353435,0.3911995612624007,0.00658084244035506,0.24414041404140419,0.003866238564857581
ER_100_0.7_0.1,1.0623393748388335,0.0023244585211114875,32.3480300074785,6.157212176776493,0.07454545454545454,0.9991719171917192,0.10621761658031043,0.000760667903525046,0.9887308730873088,0.2499999999999999,0.04737503096804727,0.9991719171917192,0.061424734920477606,0.0003391233733892078,0.997059705970597,3.9765613261656785e-05
ER_100_0.7_0.2,1.0205733065330191,0.0010728087770154409,51.806106956065875,13.518403132686418,0.14323232323232327,0.9966876687668766,0.204087507196315,0.0014615543186971753,0.9761536153615361,0.48035230352303504,0.0965423579509584,0.9966876687668766,0.12517329539552396,0.0003726128916188336,0.9941074107410741,4.689722250479291e-05
ER_100_0.7_0.3,0.9959426338945583,0.0029974444911590797,66.76345836057848,15.418711851049514,0.2092929292929293,0.9837623762376237,0.29821531375935467,0.0021356421356421356,0.9512151215121513,0.7018970189701897,0.14934811543939322,0.9837623762376237,0.1936393119811343,0.0006504161271644016,0.9826582658265827,0.00043535377804060235
ER_100_0.7_0.4,0.9259939564974937,0.010204005957586349,76.24490739446009,11.340484008744237,0.2583838383838384,0.9208160816081609,0.3681635002878522,0.0026365697794269215,0.8922532253225323,0.8665311653116532,0.19194835054649756,0.9208160816081609,0.2488732209735901,0.002248316430209844,0.9218121812181218,0.0012082824208026186
ER_100_0.7_0.5,0.818668022283439,0.018662610371219832,80.6716605065049,15.785479899232353,0.2842424242424242,0.7557875787578758,0.40500863557858324,0.0029004329004328998,0.7262766276627663,0.9532520325203252,0.2154829597071037,0.7557875787578758,0.2793873356793366,0.003883869445300418,0.7235883588358836,0.00182224262690092
ER_100_0.7_0.6,0.7110582750327756,0.022269099486389173,82.38037549892559,27.780805218313645,0.29535353535353526,0.09158115811581158,0.42084052964881924,0.003013811585240156,0.10539453945394539,0.9905149051490515,0.22603627851369804,0.09158115811581158,0.29307038341525393,0.004905766005679119,0.032163216321632215,0.0020239591214670136
ER_100_0.7_0.7,0.613621672691717,0.017814634571958855,82.65623704386405,28.776976048386842,0.2971717171717171,0.0303990399039904,0.42343120322394895,0.003032364460935889,0.050549054905490554,0.9966124661246613,0.2277496269299876,0.0303990399039904,0.2952918483968386,0.005086941788274473,-0.04535253525352534,0.002076747319555829
ER_100_0.7_0.8,0.538994327429658,0.01467858524706033,82.797312232747,30.32445735457041,0.2981818181818181,-0.10485448544854492,0.42487046632124315,0.0030426716141001846,-0.10057005700570065,1.0,0.22873039616075685,-0.10485448544854492,0.2965634779617625,0.00519202745655591,-0.18444644464446447,0.0020908821071479898
ER_100_0.7_0.9,0.4791060688263626,0.011597894516195816,82.797312232747,30.32445735457041,0.2981818181818181,-0.10485448544854492,0.42487046632124315,0.0030426716141001846,-0.10057005700570065,1.0,0.22873039616075685,-0.10485448544854492,0.2965634779617625,0.00519202745655591,-0.18444644464446447,0.0020908821071479898
ER_100_0.7_1.0,0.4311954619437263,0.009394294558118615,82.797312232747,30.32445735457041,0.2981818181818181,-0.10485448544854492,0.42487046632124315,0.0030426716141001846,-0.10057005700570065,1.0,0.22873039616075685,-0.10485448544854492,0.2965634779617625,0.00519202745655591,-0.18444644464446447,0.0020908821071479898
ER_100_0.8_0.1,1.033343445994897,0.004852132138613558,36.474883154105015,4.643320490455734,0.08282828282828283,0.9944194419441944,0.10319657689403473,0.0008451865594722734,0.9726972697269727,0.4196519959058341,0.06240341100306317,0.9944194419441944,0.07463821316418723,0.000361594369477258,0.9911791179117911,0.00012930091641591806
ER_100_0.8_0.2,0.9667733415249373,0.012014939512447967,57.11891997740411,14.217800789332912,0.15454545454545454,0.9625562556255626,0.19254971054618694,0.0015769944341372908,0.926024602460246,0.7830092118730809,0.12395808929595155,0.9625562556255626,0.1482612912272126,0.0010782412116123194,0.949042904290429,0.0005174662228004312
ER_100_0.8_0.3,0.7964451437865145,0.026473055092563674,65.40722312708004,43.78445757539547,0.18989898989898985,0.612985298529853,0.23659702995217752,0.0019377447948876517,0.5802940294029403,0.962128966223132,0.15672181847232242,0.612985298529853,0.18744867158050166,0.0030832485448900678,0.5666726672667266,0.0010668141957841312
ER_100_0.8_0.4,0.6203475226244395,0.022977214628082897,66.81017739855783,61.94790609810807,0.1967676767676767,0.10617461746174617,0.2451547948653413,0.002007833436404865,0.07657965796579658,0.9969293756397134,0.16332730601042206,0.10617461746174617,0.1953492298832821,0.0037481642993305317,0.01266126612661267,0.0011735482358360006
ER_100_0.8_0.5,0.4979499358618721,0.01551024793659318,66.92462765045865,64.33182099918561,0.1973737373737373,-0.03217521752175223,0.245909891769444,0.0020140177283034426,-0.07486348634863482,1.0,0.1639214236574809,-0.03217521752175223,0.1960598301353037,0.003812795620694861,-0.1263846384638463,0.0011792204612551243
ER_100_0.8_0.6,0.41495827988489337,0.010771005511523041,66.92462765045865,64.33182099918561,0.1973737373737373,-0.03217521752175223,0.245909891769444,0.0020140177283034426,-0.07486348634863482,1.0,0.1639214236574809,-0.03217521752175223,0.1960598301353037,0.003812795620694861,-0.1263846384638463,0.0011792204612551243
ER_100_0.8_0.7,0.3556785256156229,0.007913391804384275,66.92462765045865,64.33182099918561,0.1973737373737373,-0.03217521752175223,0.245909891769444,0.0020140177283034426,-0.07486348634863482,1.0,0.1639214236574809,-0.03217521752175223,0.1960598301353037,0.003812795620694861,-0.1263846384638463,0.0011792204612551243
