fraction,graph_uncertainty,mean_uncertainty,std_dev_uncertainty,mean_se_degree_centrality,min_se_degree_centrality,max_se_degree_centrality,mean_se_betweenness_centrality,min_se_betweenness_centrality,max_se_betweenness_centrality,mean_se_closeness_centrality,min_se_closeness_centrality,max_se_closeness_centrality,mean_se_eigen_centrality,min_se_eigen_centrality,max_se_eigen_centrality
0.73,110576.68837901505,205.75358790251792,96.58940721955176,0.4925665825986158,0.2878714550386222,0.5741968194420647,7.4161775853577034e-06,2.61098268259211e-13,0.000734976146376746,0.10998408103889805,0.06247292947880855,0.15793396156366798,0.0003970982366722453,3.2224527428710167e-10,0.013944419967486979
0.74,110951.10332264879,206.48887953980943,97.08375209254875,0.5061461742022318,0.30200470741011287,0.589467345223101,7.436285261080307e-06,1.980111383961291e-14,0.0007354539877212885,0.11405848480486812,0.06671840618794739,0.16378399825000245,0.00039773491808972627,1.5459435299679783e-09,0.0139144814526236
0.75,111320.62417301703,207.22290873104265,97.61929203913601,0.5199071383696016,0.308641975308642,0.6033821609397185,7.455857533185182e-06,2.7112211186954077e-13,0.000736180904530103,0.11827539467657383,0.0684533217618072,0.16928905215803688,0.00039814956625498267,1.5002037264060225e-08,0.013955455395166655
0.76,111685.37725467035,207.9457358619492,98.13756347100863,0.5338491023556091,0.31760389017646284,0.6143170197224251,7.475555377371531e-06,6.199331354780019e-16,0.0007368147636968231,0.1226325510592696,0.07203432294415081,0.1744014720343997,0.0003986337725372282,2.3367874622145806e-08,0.013976565371994128
0.77,112045.48406235871,208.65941097547918,98.64457689101748,0.5479757395032668,0.3289866443019597,0.6253500747995242,7.495395140998851e-06,4.620710338842495e-13,0.0007373847222436447,0.12714021619546584,0.07576854470386896,0.17907568097045937,0.0003991339484034511,2.806157898146367e-10,0.01397737258886109
0.78,112401.06150420145,209.36377052676994,99.15067333034914,0.562286318350382,0.3452591730870009,0.6396797197598,7.51528063658733e-06,8.038972491569114e-14,0.000737812667292507,0.13180081180083833,0.07808520608187182,0.18509618131237324,0.0003995639272566308,1.1853450553215302e-08,0.01394142377280463
0.79,112752.22212974084,210.05731315676542,99.65189782655138,0.5767857587317052,0.3595196798400002,0.6590384177971766,7.535255270837834e-06,4.9555913620259554e-14,0.0007383303052740437,0.1366289960807614,0.08167088803285405,0.19207036667837457,0.00040010028388673966,9.059314497942403e-09,0.01392423022883572
0.8,113099.07434399225,210.7278406937264,100.0807123465557,0.5914824233643052,0.36675814954093233,0.6770373977581184,7.556047205027882e-06,7.032155275784323e-14,0.0007390162001774692,0.1416293837575894,0.08413724504619918,0.1992891182496166,0.00040094237952346116,2.0633704161015245e-09,0.013962615472743523
0.81,113441.72260851103,211.39868339593224,100.53227604548778,0.6063493202912607,0.37284531779026275,0.6936105274443612,7.576570883617886e-06,3.1450922652970562e-15,0.0007397082926251747,0.14679147331777834,0.08795437762620453,0.20471170382653278,0.00040160324026707316,2.4752866697239653e-10,0.014009519606024434
0.82,113780.26763040971,212.06109370967613,100.97672135014307,0.6214048021995942,0.38021605188772356,0.6986215444673903,7.597138622662438e-06,3.018740266433195e-14,0.000740369728069318,0.1521333547215254,0.09281828564955451,0.21060557591788728,0.00040222032345235296,4.542200192337812e-10,0.014045967192260022
0.83,114114.80654018218,212.7224886758807,101.44749465677921,0.6366422097773435,0.388906423941459,0.7154551949346745,7.617569513821866e-06,6.688920193197906e-14,0.0007410060366591206,0.15766613505339785,0.09583928024217933,0.21698645662100352,0.0004026800446830927,1.535489099554878e-09,0.014072084252871873
