fraction,graph_uncertainty,mean_uncertainty,std_dev_uncertainty,mean_se_degree_centrality,min_se_degree_centrality,max_se_degree_centrality,mean_se_betweenness_centrality,min_se_betweenness_centrality,max_se_betweenness_centrality,mean_se_closeness_centrality,min_se_closeness_centrality,max_se_closeness_centrality,mean_se_eigen_centrality,min_se_eigen_centrality,max_se_eigen_centrality
0.75,214901.18706285677,424.62818222508207,25.159604816280154,0.45572514656798835,0.3976949922895869,0.525225926627328,4.834735337825263e-07,5.522675506232753e-08,1.627806662093681e-06,0.08422445250792132,0.06984693877551018,0.09961092509719387,7.967926497044319e-06,2.963907737579587e-12,8.816388744893135e-05
0.76,215792.5266792151,426.410674300614,25.321806882172744,0.4679532946359774,0.40530620710800885,0.539835130425721,4.957626865271142e-07,5.998585585737151e-08,1.6499428781105098e-06,0.08776913395459944,0.07186650526147594,0.10292591885828974,7.971821342680274e-06,7.135821352669813e-11,8.718358229669556e-05
0.77,216672.9705968611,428.17131394956647,25.466801564134744,0.4803380758135512,0.41556671786902016,0.5501808114420726,5.082241516194149e-07,6.353696255606101e-08,1.6678278206326458e-06,0.09143664228507352,0.0746350826658147,0.10657415661338925,7.974647527395956e-06,1.7966041282894955e-11,9.000173718279554e-05
0.78,217542.78237372963,429.90865803632414,25.587029072155943,0.49288614139665343,0.42464987510032554,0.5591266942618295,5.208716992523547e-07,6.923031182750458e-08,1.6887767705687122e-06,0.0952357582460031,0.07713060403707589,0.11145118635567984,7.997157000424695e-06,2.5385742161441774e-11,8.757775967620185e-05
0.79,218402.21610525882,431.62506772225214,25.710262761303415,0.5055978140302475,0.43912180448716975,0.5787569351132914,5.33671832074417e-07,7.333966070528514e-08,1.7090995457997054e-06,0.09917294012928594,0.08119450030433929,0.11603963754318519,8.024532540387406e-06,1.152183557449685e-11,9.039070854695325e-05
0.8,219251.5168726483,433.32274691424124,25.848546300734213,0.5184695325956598,0.4592470348226103,0.589467345223101,5.466219626083847e-07,7.921429085398235e-08,1.726939522189013e-06,0.10325086369630522,0.0870288217355152,0.12020061907852546,8.033879549395272e-06,4.645837731424499e-12,8.880295943458604e-05
0.81,220090.92116484794,434.99975952293386,25.967941389134264,0.5315031327623926,0.4742921099277456,0.600275951627303,5.597425229646959e-07,8.527602596444933e-08,1.7532492494543718e-06,0.1074748381548646,0.09153249683072613,0.12484566302799047,8.055879233057313e-06,4.094597805444978e-13,8.76208362953736e-05
0.82,220920.6572761057,436.65920415444674,26.119459705263168,0.5447019291563833,0.488179871563255,0.6237679120562003,5.730041546785712e-07,9.181124095389602e-08,1.7766469651873443e-06,0.11185572345246195,0.09482359495012138,0.1321229148662667,8.054616512941897e-06,5.314843426909564e-12,8.754473911523976e-05
0.83,221740.94568075603,438.3013374239087,26.284301981727527,0.5580602223845459,0.49943436930423923,0.6412819225632039,5.864190838338151e-07,9.88134814260749e-08,1.7995247410462242e-06,0.11639336875694149,0.10004657073357623,0.13851628264981486,8.033981600175313e-06,1.4862246223836174e-12,8.608828028135357e-05
0.84,222551.8199637564,439.9214919850351,26.41303311471067,0.5715794012230453,0.5151187223259296,0.6493229966703441,6.000170171439107e-07,1.0402427603985077e-07,1.826424981281539e-06,0.12109287773189019,0.10460272490986736,0.14187573890756472,8.053632928344854e-06,1.3403125230140996e-11,8.675188029083215e-05
